Transaction_ID,Date,Year,Quarter,Month,Project_ID,Project_Name,Country,Location,Branch_or_Base,Donor_ID,Donor_Name,Grant_ID,Budget_Line_ID,Budget_Category,Budget_Line,Approved_Budget,Revised_Budget,Actual_Expenditure,Commitment,Forecast_Expenditure,Currency,Activity,Sector,Modality,Beneficiaries_Planned,Beneficiaries_Reached,Women,Men,Girls,Boys,Documentation_Status,Procurement_Status,Reporting_Status,Audit_Risk_Level,Compliance_Flag,Comments,Payment_Cycle,Transfer_Value,Households_Reached,Total_Cash_Transferred,PDM_Status,Distribution_Branch,Transfer_Modality,Donor_Deadline_Risk
"TXN-SYN-0151","2024-07-22","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2024","BL014","Indirect Costs","Indirect cost recovery","52729","54838","24677","6032","43322","USD","Health service support","Health","In-kind","189","180","61","49","38","32","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0152","2024-08-01","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2024","BL001","Human Resources","National staff salaries","54108","56813","26134","6818","46587","USD","Cash assistance payment","CVA","Cash","208","121","41","33","25","22","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","26","2080","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0153","2024-09-04","2024","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2024","BL003","Programme Supplies","Medical and programme supplies","55487","53822","25296","6997","36599","EUR","Cash assistance payment","CVA","Cash","227","134","46","36","28","24","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 2","95","29","2755","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0154","2024-10-07","2024","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2024","BL004","CVA Transfers","Unconditional cash transfers","56866","55729","26750","7802","39568","EUR","Cash assistance payment","WASH","Service delivery","246","148","50","40","31","27","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","110","32","3520","In progress","Port Sudan Base","Prepaid card","High"
"TXN-SYN-0155","2024-11-10","2024","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2024","BL005","CVA Transfers","Winter cash top-up","58245","57663","28255","8649","42670","CHF","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0156","2024-12-13","2024","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2024","BL006","WASH Infrastructure","Water point rehabilitation","59624","59624","29812","1789","38160","USD","Health service support","Health","Support","284","176","60","48","37","31","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0157","2024-01-16","2024","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2024","BL007","Health Services","Primary health service support","61003","61613","31423","2465","41282","EUR","Health service support","Health","In-kind","303","191","65","52","40","34","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0158","2024-02-19","2024","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2024","BL008","Logistics & Transport","Vehicle rental and fuel","62382","63630","33088","3182","44542","EUR","Cash assistance payment","CVA","Cash","322","206","70","56","43","37","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","45","7650","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0159","2024-03-22","2024","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2024","BL009","Training & Capacity Building","Branch and partner training","63761","65674","34807","3940","47941","EUR","Cash assistance payment","CVA","Cash","341","222","75","60","47","40","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","48","8880","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0160","2024-04-01","2024","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2024","BL010","Monitoring & Evaluation","PDM and field monitoring","65140","67746","36583","4742","51487","EUR","WASH service delivery","WASH","Service delivery","360","238","81","64","50","43","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0161","2024-05-04","2024","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2024","BL011","Administration","Office running costs","66519","69845","38415","5588","55178","USD","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0162","2024-06-07","2024","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2024","BL012","Audit & Compliance","External audit and compliance checks","67898","65861","36882","5927","54005","USD","Health service support","Health","Support","398","271","92","73","57","49","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0163","2024-07-10","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2024","BL014","Indirect Costs","Indirect cost recovery","69277","67891","38698","6789","57707","EUR","Health service support","Health","In-kind","417","288","98","78","60","52","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0164","2024-08-13","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2024","BL001","Human Resources","National staff salaries","70656","69949","40570","7694","61554","EUR","Cash assistance payment","CVA","Cash","436","305","104","82","64","55","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 1","140","66","9240","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0165","2024-09-16","2024","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2024","BL003","Programme Supplies","Medical and programme supplies","72035","72035","42501","8644","65552","CHF","Cash assistance payment","CVA","Cash","455","323","110","87","68","58","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","155","70","10850","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0166","2024-10-19","2024","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2024","BL004","CVA Transfers","Unconditional cash transfers","73414","74148","44489","9639","69699","USD","Cash assistance payment","WASH","Service delivery","474","341","116","92","72","61","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","74","12580","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0167","2024-11-22","2024","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2024","BL005","CVA Transfers","Winter cash top-up","74793","76289","46536","10680","74000","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0168","2024-12-01","2024","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2024","BL006","WASH Infrastructure","Water point rehabilitation","76172","78457","48643","11769","78457","EUR","Health service support","Health","Support","512","379","129","102","80","68","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0169","2024-01-04","2024","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2024","BL007","Health Services","Primary health service support","77551","80653","50811","2420","72588","EUR","Health service support","Health","In-kind","531","398","135","107","84","72","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0170","2024-02-07","2024","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2024","BL008","Logistics & Transport","Vehicle rental and fuel","78930","82877","53041","3315","62986","EUR","Cash assistance payment","CVA","Cash","550","418","142","113","88","75","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","91","10010","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0171","2024-03-10","2024","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2024","BL009","Training & Capacity Building","Branch and partner training","80309","77900","50635","3895","61541","USD","Cash assistance payment","CVA","Cash","569","438","149","118","92","79","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","95","11875","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0172","2024-04-13","2024","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2024","BL010","Monitoring & Evaluation","PDM and field monitoring","81688","80054","52836","4803","65644","USD","WASH service delivery","WASH","Service delivery","588","459","156","124","96","83","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0173","2024-05-16","2024","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2024","BL011","Administration","Office running costs","83067","82236","55098","5757","69901","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0174","2024-06-19","2024","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2024","BL012","Audit & Compliance","External audit and compliance checks","84446","84446","57423","6756","74313","EUR","Health service support","Health","Support","626","501","170","135","105","91","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0175","2024-07-22","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2024","BL014","Indirect Costs","Indirect cost recovery","85825","86683","59811","7801","78881","CHF","Health service support","Health","In-kind","645","522","177","141","110","94","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0176","2024-08-01","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2024","BL001","Human Resources","National staff salaries","87204","88948","62264","8895","83612","USD","Cash assistance payment","CVA","Cash","664","544","185","147","114","98","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","118","9440","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0177","2024-09-04","2024","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2024","BL003","Programme Supplies","Medical and programme supplies","88583","91240","64780","10036","88502","EUR","Cash assistance payment","CVA","Cash","683","567","193","153","119","102","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","123","11685","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0178","2024-10-07","2024","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2024","BL004","CVA Transfers","Unconditional cash transfers","89962","93560","67363","11227","93560","EUR","Cash assistance payment","WASH","Service delivery","702","590","201","159","124","106","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","128","14080","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0179","2024-11-10","2024","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2024","BL005","CVA Transfers","Winter cash top-up","9341","9808","7160","1275","10102","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0180","2024-12-13","2024","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2024","BL006","WASH Infrastructure","Water point rehabilitation","10720","10398","7695","1456","11023","EUR","Health service support","Health","Support","740","636","216","172","134","114","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0181","2024-01-16","2024","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2024","BL007","Health Services","Primary health service support","12099","11857","8893","1779","12925","USD","Health service support","Health","In-kind","759","660","224","178","139","119","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0182","2024-02-19","2024","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2024","BL008","Logistics & Transport","Vehicle rental and fuel","13478","13343","10141","400","13210","USD","Cash assistance payment","CVA","Cash","778","685","233","185","144","123","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","149","25330","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0183","2024-03-22","2024","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2024","BL009","Training & Capacity Building","Branch and partner training","14857","14857","11440","594","15154","EUR","Cash assistance payment","CVA","Cash","797","709","241","191","149","128","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","154","28490","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0184","2024-04-01","2024","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2024","BL010","Monitoring & Evaluation","PDM and field monitoring","16236","16398","12790","820","17218","EUR","WASH service delivery","WASH","Service delivery","816","734","250","198","154","132","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","High"
"TXN-SYN-0185","2024-05-04","2024","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2024","BL011","Administration","Office running costs","17615","17967","14194","1078","19404","CHF","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0186","2024-06-07","2024","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2024","BL012","Audit & Compliance","External audit and compliance checks","18994","19564","3522","1369","9586","USD","Health service support","Health","Support","854","786","267","212","165","142","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0187","2024-07-10","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2024","BL014","Indirect Costs","Indirect cost recovery","20373","21188","4026","1695","7416","EUR","Health service support","Health","In-kind","873","812","276","219","171","146","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0188","2024-08-13","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2024","BL001","Human Resources","National staff salaries","21752","22840","4568","2056","8680","EUR","Cash assistance payment","CVA","Cash","892","838","285","226","176","151","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 1","140","182","25480","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0189","2024-09-16","2024","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2024","BL003","Programme Supplies","Medical and programme supplies","23131","22437","4712","2244","9200","EUR","Cash assistance payment","CVA","Cash","911","865","294","234","182","155","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 2","155","188","29140","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0190","2024-10-19","2024","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2024","BL004","CVA Transfers","Unconditional cash transfers","24510","24020","5284","2642","10568","EUR","Cash assistance payment","WASH","Service delivery","930","539","183","146","113","97","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","117","19890","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0191","2024-11-22","2024","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2024","BL005","CVA Transfers","Winter cash top-up","25889","25630","5895","3076","12047","USD","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0192","2024-12-01","2024","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2024","BL006","WASH Infrastructure","Water point rehabilitation","27268","27268","6544","3545","13634","USD","Health service support","Health","Support","968","581","198","157","122","104","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0193","2024-01-04","2024","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2024","BL007","Health Services","Primary health service support","28647","28933","7233","4051","15335","EUR","Health service support","Health","In-kind","987","602","205","163","126","108","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0194","2024-02-07","2024","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2024","BL008","Logistics & Transport","Vehicle rental and fuel","30026","30627","7963","4594","17151","EUR","Cash assistance payment","CVA","Cash","1006","624","212","168","131","113","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","110","136","14960","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0195","2024-03-10","2024","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2024","BL009","Training & Capacity Building","Branch and partner training","31405","32347","8734","970","14880","CHF","Cash assistance payment","CVA","Cash","1025","646","220","174","136","116","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","140","17500","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0196","2024-04-13","2024","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2024","BL010","Monitoring & Evaluation","PDM and field monitoring","32784","34095","9547","1364","16707","USD","WASH service delivery","WASH","Service delivery","1044","668","227","180","140","121","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0197","2024-05-16","2024","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2024","BL011","Administration","Office running costs","34163","35871","10403","1794","18654","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0198","2024-06-19","2024","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2024","BL012","Audit & Compliance","External audit and compliance checks","35542","34476","10343","2069","18962","EUR","Health service support","Health","Support","1082","714","243","193","150","128","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0199","2024-07-22","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2024","BL014","Indirect Costs","Indirect cost recovery","36921","36183","11217","2533","20987","EUR","Health service support","Health","In-kind","1101","738","251","199","155","133","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0200","2024-08-01","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2024","BL001","Human Resources","National staff salaries","38300","37917","12133","3033","23129","EUR","Cash assistance payment","CVA","Cash","1120","762","259","206","160","137","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","166","13280","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0201","2024-09-04","2024","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2024","BL003","Programme Supplies","Medical and programme supplies","39679","39679","13094","3571","25394","USD","Cash assistance payment","CVA","Cash","1139","786","267","212","165","142","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","171","16245","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0202","2024-10-07","2024","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2024","BL004","CVA Transfers","Unconditional cash transfers","41058","41469","14099","4147","27784","USD","Cash assistance payment","WASH","Service delivery","1158","811","276","219","170","146","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","176","19360","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0203","2024-11-10","2024","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2024","BL005","CVA Transfers","Winter cash top-up","42437","43286","15150","4761","30300","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0204","2024-12-13","2024","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2024","BL006","WASH Infrastructure","Water point rehabilitation","43816","45130","16247","5416","25273","EUR","Health service support","Health","Support","1196","861","293","232","181","155","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0205","2024-01-16","2024","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2024","BL007","Health Services","Primary health service support","45195","47003","17391","6110","27731","CHF","Health service support","Health","In-kind","1215","887","302","239","186","160","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0206","2024-02-19","2024","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2024","BL008","Logistics & Transport","Vehicle rental and fuel","46574","48903","18583","6846","30319","USD","Cash assistance payment","CVA","Cash","1234","913","310","247","192","164","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","198","33660","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0207","2024-03-22","2024","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2024","BL009","Training & Capacity Building","Branch and partner training","47953","46514","18140","6977","30234","EUR","Cash assistance payment","CVA","Cash","1253","940","320","254","197","169","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","204","37740","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0208","2024-04-01","2024","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2024","BL010","Monitoring & Evaluation","PDM and field monitoring","49332","48345","19338","1450","26589","EUR","WASH service delivery","WASH","Service delivery","1272","967","329","261","203","174","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0209","2024-05-04","2024","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2024","BL011","Administration","Office running costs","50711","50204","20584","2008","29119","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","High"
"TXN-SYN-0210","2024-06-07","2024","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2024","BL012","Audit & Compliance","External audit and compliance checks","52090","52090","21878","2605","31776","EUR","Health service support","Health","Support","1310","1022","347","276","215","184","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0211","2024-07-10","2024","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2024","BL014","Indirect Costs","Indirect cost recovery","53469","54004","23222","3240","34563","USD","Health service support","Health","In-kind","1329","1050","357","284","221","188","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0212","2024-08-13","2024","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2024","BL001","Human Resources","National staff salaries","54848","55945","24616","3916","37483","USD","Cash assistance payment","CVA","Cash","1348","1078","367","291","226","194","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","140","234","32760","Pending","Lviv Branch","Prepaid card","Low"
